Borough,Neighborhood,Latitude,Longitude
Wandsworth,Earlsfield,51.437489,-0.183960
Wandsworth,East Putney,51.455269,-0.209330
Wandsworth,Fairfield,51.457531,-0.188880
Wandsworth,Furzedown,51.425591,-0.148550
Wandsworth,Graveney,51.425030,-0.162940
Wandsworth,Latchmere,51.467949,-0.170310
Wandsworth,Nightingale,51.442940,-0.158940
Wandsworth,Northcote,51.456310,-0.163800
Wandsworth,Queenstown,51.476479,-0.148950
Wandsworth,Roehampton and Putney Heath,51.443810,-0.240170
Wandsworth,St Mary's Park,51.474220,-0.174720
Wandsworth,Shaftesbury,51.465961,-0.158930
Wandsworth,Southfields,51.446510,-0.198790
Wandsworth,Thamesfield,51.466171,-0.223530
Wandsworth,Tooting,51.430538,-0.173230
Wandsworth,Wandsworth Common,51.447899,-0.176710
Wandsworth,West Hill,51.445251,-0.214250
Wandsworth,West Putney,51.458511,-0.231740
Westminster,Abbey Road,51.534088,-0.179950
Westminster,Bayswater,51.516590,-0.192910
Westminster,Bryanston and Dorset Square,51.520309,-0.162910
Westminster,Churchill,51.489159,-0.150900
Westminster,Church Street,51.523411,-0.170460
Westminster,Harrow Road,51.527359,-0.199290
Westminster,Hyde Park,51.515751,-0.172610
Westminster,Knightsbridge and Belgravia,51.502411,-0.168270
Westminster,Lancaster Gate,51.513680,-0.184840
Westminster,Little Venice,51.524269,-0.182620
Westminster,Maida Vale,51.529968,-0.188920
Westminster,Marylebone High Street,51.519539,-0.149160
Westminster,Queen's Park,51.529270,-0.208760
Westminster,Regent's Park,51.529961,-0.163400
Westminster,St James's,51.503601,-0.131540
Westminster,Tachbrook,51.488750,-0.134580
Westminster,Vincent Square,51.492859,-0.131660
Westminster,Warwick,51.492279,-0.143920
Westminster,Westbourne,51.521099,-0.191060
Westminster,West End,51.511341,-0.145430
City of London,Aldersgate,51.518951,-0.096450
City of London,Aldgate,51.513760,-0.078960
City of London,Bassishaw,51.516861,-0.092660
City of London,Billingsgate,51.510010,-0.082650
City of London,Bishopsgate,51.518181,-0.081500
City of London,Bread Street,51.513821,-0.095870
City of London,Bridge,51.509609,-0.085870
City of London,Broad Street,51.516201,-0.085750
City of London,Candlewick,51.511501,-0.087400
City of London,Castle Baynard,51.514240,-0.106930
City of London,Cheap,51.515251,-0.095610
City of London,Coleman Street,51.517559,-0.088430
City of London,Cordwainer,51.512939,-0.092620
City of London,Cornhill,51.513851,-0.085320
City of London,Cripplegate,51.519650,-0.094020
City of London,Dowgate,51.510319,-0.090260
City of London,Farringdon Within,51.514259,-0.101950
City of London,Farringdon Without,51.515511,-0.110540
City of London,Langbourn,51.512440,-0.083570
City of London,Lime Street,51.513920,-0.082170
City of London,Portsoken,51.514191,-0.075290
City of London,Queenhithe,51.511040,-0.097350
City of London,Tower,51.510921,-0.076460
City of London,Vintry,51.511189,-0.094220
City of London,Walbrook,51.513199,-0.088630
